"Time(s)","Model1_3.capacitor.v(V)"
0.0012316,1.99999999924267
0.001232,1.99999999925248
0.0012324,1.99999999926228
0.0012328,1.99999999927208
0.0012332,1.99999999928189
0.0012336,1.99999999929169
0.001234,1.99999999930149
0.0012344,1.99999999931129
0.0012348,1.9999999993211
0.0012352,1.9999999993309
0.0012356,1.9999999993407
0.001236,1.99999999935051
0.0012364,1.99999999936031
0.0012368,1.99999999937011
0.0012372,1.99999999937992
0.0012376,1.99999999938972
0.001238,1.99999999939952
0.0012384,1.99999999940932
0.0012388,1.99999999941913
0.0012392,1.99999999942893
0.0012396,1.99999999943873
0.00124,1.99999999944854
0.0012404,1.99999999945834
0.0012408,1.99999999946814
0.0012412,1.99999999947795
0.0012416,1.99999999948775
0.001242,1.99999999949755
0.0012424,1.99999999950735
0.0012428,1.99999999950792
0.0012432,1.99999999950534
0.0012436,1.99999999950275
0.001244,1.99999999950017
0.0012444,1.99999999949759
0.0012448,1.99999999949501
0.0012452,1.99999999949242
0.0012456,1.99999999948984
0.001246,1.99999999948726
0.0012464,1.99999999948467
0.0012468,1.99999999948209
0.0012472,1.99999999947951
0.0012476,1.99999999947692
0.001248,1.99999999947434
0.0012484,1.99999999947176
0.0012488,1.99999999946917
0.0012492,1.99999999946659
0.0012496,1.99999999946401
0.00125,1.99999999946142
0.0012504,1.99999999945884
0.0012508,1.99999999945626
0.0012512,1.99999999945367
0.0012516,1.99999999945109
0.001252,1.99999999944851
0.0012524,1.99999999944592
0.0012528,1.99999999944334
0.0012532,1.99999999944076
0.0012536,1.99999999943817
0.001254,1.99999999943559
0.0012544,1.99999999943301
0.0012548,1.99999999943042
0.0012552,1.99999999942784
0.0012556,1.99999999942526
0.001256,1.99999999942267
0.0012564,1.99999999942009
0.0012568,1.99999999941751
0.0012572,1.99999999941492
0.0012576,1.99999999941234
0.001258,1.99999999940976
0.0012584,1.99999999940717
0.0012588,1.99999999940459
0.0012592,1.99999999940201
0.0012596,1.99999999939942
0.00126,1.99999999939684
0.0012604,1.99999999939426
0.0012608,1.99999999939168
0.0012612,1.99999999938909
0.0012616,1.99999999938651
0.001262,1.99999999938393
0.0012624,1.99999999938134
0.0012628,1.99999999937876
0.0012632,1.99999999937618
0.0012636,1.99999999937359
0.001264,1.99999999937101
0.0012644,1.99999999936843
0.0012648,1.99999999936584
0.0012652,1.99999999936326
0.0012656,1.99999999936068
0.001266,1.99999999935809
0.0012664,1.99999999935551
0.0012668,1.99999999935293
0.0012672,1.99999999935034
0.0012676,1.99999999934776
0.001268,1.99999999934518
0.0012684,1.99999999934259
0.0012688,1.99999999934001
0.0012692,1.99999999933743
0.0012696,1.99999999933484
0.00127,1.99999999933226
0.0012704,1.99999999932968
0.0012708,1.99999999932709
0.0012712,1.99999999932451
0.0012716,1.99999999932193
0.001272,1.99999999931934
0.0012724,1.99999999931676
0.0012728,1.99999999931418
0.0012732,1.99999999931159
0.0012736,1.99999999930901
0.001274,1.99999999930643
0.0012744,1.99999999930384
0.0012748,1.99999999930126
0.0012752,1.99999999929868
0.0012756,1.99999999929609
0.001276,1.99999999929351
0.0012764,1.99999999929093
0.0012768,1.99999999928834
0.0012772,1.99999999928576
0.0012776,1.99999999928318
0.001278,1.9999999992806
0.0012784,1.99999999927801
0.0012788,1.99999999927543
0.0012792,1.99999999927285
0.0012796,1.99999999927026
0.00128,1.99999999926768
0.0012804,1.9999999992651
0.0012808,1.99999999926251
0.0012812,1.99999999925993
0.0012816,1.99999999925735
0.001282,1.99999999925476
0.0012824,1.99999999925218
0.0012828,1.9999999992496
0.0012832,1.99999999924701
0.0012836,1.99999999924443
0.001284,1.99999999924185
0.0012844,1.99999999923926
0.0012848,1.99999999923668
0.0012852,1.9999999992341
0.0012856,1.99999999923151
0.001286,1.99999999922893
0.0012864,1.99999999922635
0.0012868,1.99999999922376
0.0012872,1.99999999922118
0.0012876,1.9999999992186
0.001288,1.99999999921601
0.0012884,1.99999999921343
0.0012888,1.99999999921085
0.0012892,1.99999999920826
0.0012896,1.99999999920568
0.00129,1.9999999992031
0.0012904,1.99999999920051
0.0012908,1.99999999919793
0.0012912,1.99999999919535
0.0012916,1.99999999919276
0.001292,1.99999999919018
0.0012924,1.9999999991876
0.0012928,1.99999999918501
0.0012932,1.99999999918243
0.0012936,1.99999999917985
0.001294,1.99999999917726
0.0012944,1.99999999917468
0.0012948,1.9999999991721
0.0012952,1.99999999916951
0.0012956,1.99999999916693
0.001296,1.99999999916435
0.0012964,1.99999999916177
0.0012968,1.99999999915918
0.0012972,1.9999999991566
0.0012976,1.99999999915402
0.001298,1.99999999915143
0.0012984,1.99999999914885
0.0012988,1.99999999914627
0.0012992,1.99999999914368
0.0012996,1.9999999991411
0.0013,1.99999999913852
0.0013004,1.99999999913593
0.0013008,1.99999999913335
0.0013012,1.99999999913077
0.0013016,1.99999999912818
0.001302,1.9999999991256
0.0013024,1.99999999912302
0.0013028,1.99999999912043
0.0013032,1.99999999911785
0.0013036,1.99999999911527
0.001304,1.99999999911268
0.0013044,1.9999999991101
0.0013048,1.99999999910752
0.0013052,1.99999999910493
0.0013056,1.99999999910235
0.001306,1.99999999909977
0.0013064,1.99999999909718
0.0013068,1.9999999990946
0.0013072,1.99999999909202
0.0013076,1.99999999908943
0.001308,1.99999999908685
0.0013084,1.99999999908427
0.0013088,1.99999999908168
0.0013092,1.9999999990791
0.0013096,1.99999999907652
0.00131,1.99999999907393
0.0013104,1.99999999907135
0.0013108,1.99999999906877
0.0013112,1.99999999906618
0.0013116,1.9999999990636
0.001312,1.99999999906102
0.0013124,1.99999999905843
0.0013128,1.99999999905585
0.0013132,1.99999999905327
0.0013136,1.99999999905069
0.001314,1.9999999990481
0.0013144,1.99999999904552
0.0013148,1.99999999904294
0.0013152,1.99999999904035
0.0013156,1.99999999903777
0.001316,1.99999999903519
0.0013164,1.9999999990326
0.0013168,1.99999999903002
0.0013172,1.99999999902744
0.0013176,1.99999999902485
0.001318,1.99999999902227
0.0013184,1.99999999901969
0.0013188,1.9999999990171
0.0013192,1.99999999901452
0.0013196,1.99999999901194
0.00132,1.99999999900935
0.0013204,1.99999999900677
0.0013208,1.99999999900419
0.0013212,1.9999999990016
0.0013216,1.99999999899902
0.001322,1.99999999899644
0.0013224,1.99999999899385
0.0013228,1.99999999899127
0.0013232,1.99999999898869
0.0013236,1.9999999989861
0.001324,1.99999999898352
0.0013244,1.99999999898094
0.0013248,1.99999999897835
0.0013252,1.99999999897577
0.0013256,1.99999999897319
0.001326,1.9999999989706
0.0013264,1.99999999896802
0.0013268,1.99999999896544
0.0013272,1.99999999896285
0.0013276,1.99999999896027
0.001328,1.99999999895769
0.0013284,1.9999999989551
0.0013288,1.99999999895252
0.0013292,1.99999999894994
0.0013296,1.99999999894735
0.00133,1.99999999894477
0.0013304,1.99999999894219
0.0013308,1.99999999893961
0.0013312,1.99999999893702
0.0013316,1.99999999893444
0.001332,1.99999999893186
0.0013324,1.99999999892927
0.0013328,1.99999999892669
0.0013332,1.99999999892411
0.0013336,1.99999999892152
0.001334,1.99999999891894
0.0013344,1.99999999891636
0.0013348,1.99999999891377
0.0013352,1.99999999891119
0.0013356,1.99999999890861
0.001336,1.99999999890602
0.0013364,1.99999999890344
0.0013368,1.99999999890086
0.0013372,1.99999999889827
0.0013376,1.99999999889569
0.001338,1.99999999889311
0.0013384,1.99999999889052
0.0013388,1.99999999888794
0.0013392,1.99999999888536
0.0013396,1.99999999888277
0.00134,1.99999999888019
0.0013404,1.99999999887761
0.0013408,1.99999999887502
0.0013412,1.99999999887244
0.0013416,1.99999999886986
0.001342,1.99999999886727
0.0013424,1.99999999886469
0.0013428,1.99999999886211
0.0013432,1.99999999885952
0.0013436,1.99999999885694
0.001344,1.99999999885436
0.0013444,1.99999999885177
0.0013448,1.99999999884919
0.0013452,1.99999999884661
0.0013456,1.99999999884402
0.001346,1.99999999884144
0.0013464,1.99999999883886
0.0013468,1.99999999883627
0.0013472,1.99999999883369
0.0013476,1.99999999883111
0.001348,1.99999999882853
0.0013484,1.99999999882594
0.0013488,1.99999999882336
0.0013492,1.99999999882078
0.0013496,1.99999999881819
0.00135,1.99999999881561
0.0013504,1.99999999881303
0.0013508,1.99999999881044
0.0013512,1.99999999880786
0.0013516,1.99999999880528
0.001352,1.99999999880269
0.0013524,1.99999999880011
0.0013528,1.99999999879753
0.0013532,1.99999999879494
0.0013536,1.99999999879236
0.001354,1.99999999878978
0.0013544,1.99999999878719
0.0013548,1.99999999878461
0.0013552,1.99999999878203
0.0013556,1.99999999877944
0.001356,1.99999999877686
0.0013564,1.99999999877428
0.0013568,1.99999999877169
0.0013572,1.99999999876911
0.0013576,1.99999999876653
0.001358,1.99999999876394
0.0013584,1.99999999876136
0.0013588,1.99999999875878
0.0013592,1.99999999875619
0.0013596,1.99999999875361
0.00136,1.99999999875103
0.0013604,1.99999999874844
0.0013608,1.99999999874586
0.0013612,1.99999999874328
0.0013616,1.99999999874069
0.001362,1.99999999873811
0.0013624,1.99999999873553
0.0013628,1.99999999873294
0.0013632,1.99999999873036
0.0013636,1.99999999872778
0.001364,1.9999999987252
0.0013644,1.99999999872261
0.0013648,1.99999999872003
0.0013652,1.99999999871745
0.0013656,1.99999999871486
0.001366,1.99999999871228
0.0013664,1.9999999987097
0.0013668,1.99999999870711
0.0013672,1.99999999870453
0.0013676,1.99999999870195
0.001368,1.99999999869936
0.0013684,1.99999999869678
0.0013688,1.9999999986942
0.0013692,1.99999999869161
0.0013696,1.99999999868903
0.00137,1.99999999868645
0.0013704,1.99999999868386
0.0013708,1.99999999868128
0.0013712,1.9999999986787
0.0013716,1.99999999867611
0.001372,1.99999999867353
0.0013724,1.99999999867095
0.0013728,1.99999999866836
0.0013732,1.99999999866578
0.0013736,1.9999999986632
0.001374,1.99999999866061
0.0013744,1.99999999865803
0.0013748,1.99999999865545
0.0013752,1.99999999865286
0.0013756,1.99999999865028
0.001376,1.9999999986477
0.0013764,1.99999999864511
0.0013768,1.99999999864253
0.0013772,1.99999999863995
0.0013776,1.99999999863736
0.001378,1.99999999863478
0.0013784,1.9999999986322
0.0013788,1.99999999862961
0.0013792,1.99999999862703
0.0013796,1.99999999862445
0.00138,1.99999999862186
0.0013804,1.99999999861928
0.0013808,1.9999999986167
0.0013812,1.99999999861412
0.0013816,1.99999999861153
0.001382,1.99999999860895
0.0013824,1.99999999860637
0.0013828,1.99999999860378
0.0013832,1.9999999986012
0.0013836,1.99999999859862
0.001384,1.99999999859603
0.0013844,1.99999999859345
0.0013848,1.99999999859087
0.0013852,1.99999999858828
0.0013856,1.9999999985857
0.001386,1.99999999858312
0.0013864,1.99999999858053
0.0013868,1.99999999857795
0.0013872,1.99999999857537
0.0013876,1.99999999857278
0.001388,1.9999999985702
0.0013884,1.99999999856762
0.0013888,1.99999999856503
0.0013892,1.99999999856245
0.0013896,1.99999999855987
0.00139,1.99999999855728
0.0013904,1.9999999985547
0.0013908,1.99999999855212
0.0013912,1.99999999854953
0.0013916,1.99999999854695
0.001392,1.99999999854437
0.0013924,1.99999999854178
0.0013928,1.9999999985392
0.0013932,1.99999999853662
0.0013936,1.99999999853403
0.001394,1.99999999853145
0.0013944,1.99999999852887
0.0013948,1.99999999852628
0.0013952,1.9999999985237
0.0013956,1.99999999852112
0.001396,1.99999999851853
0.0013964,1.99999999851595
0.0013968,1.99999999851337
0.0013972,1.99999999851078
0.0013976,1.9999999985082
0.001398,1.99999999850562
0.0013984,1.99999999850304
0.0013988,1.99999999850045
0.0013992,1.99999999849787
0.0013996,1.99999999849529
0.0014,1.9999999984927
0.0014004,1.99999999849012
0.0014008,1.99999999848754
0.0014012,1.99999999848495
0.0014016,1.99999999848237
0.001402,1.99999999847979
0.0014024,1.9999999984772
0.0014028,1.99999999847462
0.0014032,1.99999999847204
0.0014036,1.99999999846945
0.001404,1.99999999846687
0.0014044,1.99999999846429
0.0014048,1.9999999984617
0.0014052,1.99999999845912
0.0014056,1.99999999845654
0.001406,1.99999999845395
0.0014064,1.99999999845137
0.0014068,1.99999999844879
0.0014072,1.9999999984462
0.0014076,1.99999999844362
0.001408,1.99999999844104
0.0014084,1.99999999843845
0.0014088,1.99999999843587
0.0014092,1.99999999843329
0.0014096,1.9999999984307
0.00141,1.99999999842812
0.0014104,1.99999999842554
0.0014108,1.99999999842295
0.0014112,1.99999999842037
0.0014116,1.99999999841779
0.001412,1.9999999984152
0.0014124,1.99999999841262
0.0014128,1.99999999841004
0.0014132,1.99999999840745
0.0014136,1.99999999840487
0.001414,1.99999999840229
0.0014144,1.9999999983997
0.0014148,1.99999999839712
0.0014152,1.99999999839454
0.0014156,1.99999999839195
0.001416,1.99999999838937
0.0014164,1.99999999838679
0.0014168,1.99999999838421
0.0014172,1.99999999838162
0.0014176,1.99999999837904
0.001418,1.99999999837646
0.0014184,1.99999999837387
0.0014188,1.99999999837129
0.0014192,1.99999999836871
0.0014196,1.99999999836612
0.00142,1.99999999836354
0.0014204,1.99999999836096
0.0014208,1.99999999835837
0.0014212,1.99999999835579
0.0014216,1.99999999835321
0.001422,1.99999999835062
0.0014224,1.99999999834804
0.0014228,1.99999999834546
0.0014232,1.99999999834287
0.0014236,1.99999999834029
0.001424,1.99999999833771
0.0014244,1.99999999833512
0.0014248,1.99999999833254
0.0014252,1.99999999832996
0.0014256,1.99999999832737
0.001426,1.99999999832479
0.0014264,1.99999999832221
0.0014268,1.99999999831962
0.0014272,1.99999999831704
0.0014276,1.99999999831446
0.001428,1.99999999831187
0.0014284,1.99999999830929
0.0014288,1.99999999830671
0.0014292,1.99999999830412
0.0014296,1.99999999830154
0.00143,1.99999999829896
0.0014304,1.99999999829637
0.0014308,1.99999999829379
0.0014312,1.99999999829121
0.0014316,1.99999999828862
0.001432,1.99999999828604
0.0014324,1.99999999828346
0.0014328,1.99999999828087
0.0014332,1.99999999827829
0.0014336,1.99999999827571
0.001434,1.99999999827313
0.0014344,1.99999999827054
0.0014348,1.99999999826796
0.0014352,1.99999999826538
0.0014356,1.99999999826279
0.001436,1.99999999826021
0.0014364,1.99999999825763
0.0014368,1.99999999825504
0.0014372,1.99999999825246
0.0014376,1.99999999824988
0.001438,1.99999999824729
0.0014384,1.99999999824471
0.0014388,1.99999999824213
0.0014392,1.99999999823954
0.0014396,1.99999999823696
0.00144,1.99999999823438
0.0014404,1.99999999823179
0.0014408,1.99999999822921
0.0014412,1.99999999822663
0.0014416,1.99999999822404
0.001442,1.99999999822146
0.0014424,1.99999999821888
0.0014428,1.99999999821629
0.0014432,1.99999999821371
0.0014436,1.99999999821113
0.001444,1.99999999820854
0.0014444,1.99999999820596
0.0014448,1.99999999820338
0.0014452,1.99999999820079
0.0014456,1.99999999819821
0.001446,1.99999999819563
0.0014464,1.99999999819304
0.0014468,1.99999999819046
0.0014472,1.99999999818788
0.0014476,1.99999999818529
0.001448,1.99999999818271
0.0014484,1.99999999818013
0.0014488,1.99999999817754
0.0014492,1.99999999817496
0.0014496,1.99999999817238
0.00145,1.9999999981698
0.0014504,1.99999999816721
0.0014508,1.99999999816463
0.0014512,1.99999999816205
0.0014516,1.99999999815946
0.001452,1.99999999815688
0.0014524,1.9999999981543
0.0014528,1.99999999815171
0.0014532,1.99999999814913
0.0014536,1.99999999814655
0.001454,1.99999999814396
0.0014544,1.99999999814138
0.0014548,1.9999999981388
0.0014552,1.99999999813621
0.0014556,1.99999999813363
0.001456,1.99999999813105
0.0014564,1.99999999812846
0.0014568,1.99999999812588
0.0014572,1.9999999981233
0.0014576,1.99999999812071
0.001458,1.99999999811813
0.0014584,1.99999999811555
0.0014588,1.99999999811296
0.0014592,1.99999999811038
0.0014596,1.9999999981078
0.00146,1.99999999810521
0.0014604,1.99999999810263
0.0014608,1.99999999810005
0.0014612,1.99999999809746
0.0014616,1.99999999809488
0.001462,1.9999999980923
0.0014624,1.99999999808971
0.0014628,1.99999999808713
0.0014632,1.99999999808455
0.0014636,1.99999999808196
0.001464,1.99999999807938
0.0014644,1.9999999980768
0.0014648,1.99999999807421
0.0014652,1.99999999807163
0.0014656,1.99999999806905
0.001466,1.99999999806646
0.0014664,1.99999999806388
0.0014668,1.9999999980613
0.0014672,1.99999999805872
0.0014676,1.99999999805613
0.001468,1.99999999805355
0.0014684,1.99999999805097
0.0014688,1.99999999804838
0.0014692,1.9999999980458
0.0014696,1.99999999804322
0.00147,1.99999999804063
0.0014704,1.99999999803805
0.0014708,1.99999999803547
0.0014712,1.99999999803288
0.0014716,1.9999999980303
0.001472,1.99999999802772
0.0014724,1.99999999802513
0.0014728,1.99999999802255
0.0014732,1.99999999801997
0.0014736,1.99999999801738
0.001474,1.9999999980148
0.0014744,1.99999999801222
0.0014748,1.99999999800963
0.0014752,1.99999999800705
0.0014756,1.99999999800447
0.001476,1.99999999800188
0.0014764,1.9999999979993
0.0014768,1.99999999799672
0.0014772,1.99999999799413
0.0014776,1.99999999799155
0.001478,1.99999999798897
0.0014784,1.99999999798638
0.0014788,1.9999999979838
0.0014792,1.99999999798122
0.0014796,1.99999999797863
0.00148,1.99999999797605
0.0014804,1.99999999797347
0.0014808,1.99999999797088
0.0014812,1.9999999979683
0.0014816,1.99999999796572
0.001482,1.99999999796313
0.0014824,1.99999999796055
0.0014828,1.99999999795797
0.0014832,1.99999999795538
0.0014836,1.9999999979528
0.001484,1.99999999795022
0.0014844,1.99999999794764
0.0014848,1.99999999794505
0.0014852,1.99999999794247
0.0014856,1.99999999793989
0.001486,1.9999999979373
0.0014864,1.99999999793472
0.0014868,1.99999999793214
0.0014872,1.99999999792955
0.0014876,1.99999999792697
0.001488,1.99999999792439
0.0014884,1.9999999979218
0.0014888,1.99999999791922
0.0014892,1.99999999791664
0.0014896,1.99999999791405
0.00149,1.99999999791147
0.0014904,1.99999999790889
0.0014908,1.9999999979063
0.0014912,1.99999999790372
0.0014916,1.99999999790114
0.001492,1.99999999789855
0.0014924,1.99999999789597
0.0014928,1.99999999789339
0.0014932,1.9999999978908
0.0014936,1.99999999788822
0.001494,1.99999999788564
0.0014944,1.99999999788305
0.0014948,1.99999999788047
0.0014952,1.99999999787789
0.0014956,1.9999999978753
0.001496,1.99999999787272
0.0014964,1.99999999787014
0.0014968,1.99999999786755
0.0014972,1.99999999786497
0.0014976,1.99999999786239
0.001498,1.9999999978598
0.0014984,1.99999999785722
0.0014988,1.99999999785464
0.0014992,1.99999999785205
0.0014996,1.99999999784947
0.0015,1.99999999784689
0.0015004,1.9999999978443
0.0015008,1.99999999784172
0.0015012,1.99999999783914
0.0015016,1.99999999783656
0.001502,1.99999999783397
0.0015024,1.99999999783139
0.0015028,1.99999999782881
0.0015032,1.99999999782622
0.0015036,1.99999999782364
0.001504,1.99999999782106
0.0015044,1.99999999781847
0.0015048,1.99999999781589
0.0015052,1.99999999781331
0.0015056,1.99999999781072
0.001506,1.99999999780814
0.0015064,1.99999999780556
0.0015068,1.99999999780297
0.0015072,1.99999999780039
0.0015076,1.99999999779781
0.001508,1.99999999779522
0.0015084,1.99999999779264
0.0015088,1.99999999779006
0.0015092,1.99999999778747
0.0015096,1.99999999778489
0.00151,1.99999999778231
0.0015104,1.99999999777972
0.0015108,1.99999999777714
0.0015112,1.99999999777456
0.0015116,1.99999999777197
0.001512,1.99999999776939
0.0015124,1.99999999776681
0.0015128,1.99999999776422
0.0015132,1.99999999776164
0.0015136,1.99999999775906
0.001514,1.99999999775647
0.0015144,1.99999999775389
0.0015148,1.99999999775131
0.0015152,1.99999999774872
0.0015156,1.99999999774614
0.001516,1.99999999774356
0.0015164,1.99999999774097
0.0015168,1.99999999773839
0.0015172,1.99999999773581
0.0015176,1.99999999773322
0.001518,1.99999999773064
0.0015184,1.99999999772806
0.0015188,1.99999999772547
0.0015192,1.99999999772289
0.0015196,1.99999999772031
0.00152,1.99999999771773
0.0015204,1.99999999771514
0.0015208,1.99999999771256
0.0015212,1.99999999770998
0.0015216,1.99999999770739
0.001522,1.99999999770481
0.0015224,1.99999999770223
0.0015228,1.99999999769964
0.0015232,1.99999999769706
0.0015236,1.99999999769448
0.001524,1.99999999769189
0.0015244,1.99999999768931
0.0015248,1.99999999768673
0.0015252,1.99999999768414
0.0015256,1.99999999768156
0.001526,1.99999999767898
0.0015264,1.99999999767639
0.0015268,1.99999999767381
0.0015272,1.99999999767123
0.0015276,1.99999999766864
0.001528,1.99999999766606
0.0015284,1.99999999766348
0.0015288,1.99999999766089
0.0015292,1.99999999765831
0.0015296,1.99999999765573
0.00153,1.99999999765314
0.0015304,1.99999999765056
0.0015308,1.99999999764798
0.0015312,1.99999999764539
0.0015316,1.99999999764281
0.001532,1.99999999764023
0.0015324,1.99999999763764
0.0015328,1.99999999763506
0.0015332,1.99999999763248
0.0015336,1.99999999762989
0.001534,1.99999999762731
0.0015344,1.99999999762473
0.0015348,1.99999999762214
0.0015352,1.99999999761956
0.0015356,1.99999999761698
0.001536,1.9999999976144
0.0015364,1.99999999761181
0.0015368,1.99999999760923
0.0015372,1.99999999760665
0.0015376,1.99999999760406
0.001538,1.99999999760148
0.0015384,1.9999999975989
0.0015388,1.99999999759631
0.0015392,1.99999999759373
0.0015396,1.99999999759115
0.00154,1.99999999758856
0.0015404,1.99999999758598
0.0015408,1.9999999975834
0.0015412,1.99999999758081
0.0015416,1.99999999757823
0.001542,1.99999999757565
0.0015424,1.99999999757306
0.0015428,1.99999999757048
0.0015432,1.9999999975679
0.0015436,1.99999999756531
0.001544,1.99999999756273
0.0015444,1.99999999756015
0.0015448,1.99999999755756
0.0015452,1.99999999755498
0.0015456,1.9999999975524
0.001546,1.99999999754981
0.0015464,1.99999999754723
0.0015468,1.99999999754465
0.0015472,1.99999999754206
0.0015476,1.99999999753948
0.001548,1.9999999975369
0.0015484,1.99999999753431
0.0015488,1.99999999753173
0.0015492,1.99999999752915
0.0015496,1.99999999752656
0.00155,1.99999999752398
0.0015504,1.9999999975214
0.0015508,1.99999999751881
0.0015512,1.99999999751623
0.0015516,1.99999999751365
0.001552,1.99999999751106
0.0015524,1.99999999750848
0.0015528,1.9999999975059
0.0015532,1.99999999750332
0.0015536,1.99999999750073
0.001554,1.99999999749815
0.0015544,1.99999999749557
0.0015548,1.99999999749298
0.0015552,1.9999999974904
0.0015556,1.99999999748782
0.001556,1.99999999748523
0.0015564,1.99999999748265
0.0015568,1.99999999748007
0.0015572,1.99999999747748
0.0015576,1.9999999974749
0.001558,1.99999999747232
0.0015584,1.99999999746973
0.0015588,1.99999999746715
0.0015592,1.99999999746457
0.0015596,1.99999999746198
0.00156,1.9999999974594
0.0015604,1.99999999745682
0.0015608,1.99999999745423
0.0015612,1.99999999745165
0.0015616,1.99999999744907
0.001562,1.99999999744648
0.0015624,1.9999999974439
0.0015628,1.99999999744132
0.0015632,1.99999999743873
0.0015636,1.99999999743615
0.001564,1.99999999743357
0.0015644,1.99999999743098
0.0015648,1.9999999974284
0.0015652,1.99999999742582
0.0015656,1.99999999742323
0.001566,1.99999999742065
0.0015664,1.99999999741807
0.0015668,1.99999999741548
0.0015672,1.9999999974129
0.0015676,1.99999999741032
0.001568,1.99999999740773
0.0015684,1.99999999740515
0.0015688,1.99999999740257
0.0015692,1.99999999739998
0.0015696,1.9999999973974
0.00157,1.99999999739482
0.0015704,1.99999999739224
0.0015708,1.99999999738965
0.0015712,1.99999999738707
0.0015716,1.99999999738449
0.001572,1.9999999973819
0.0015724,1.99999999737932
0.0015728,1.99999999737674
0.0015732,1.99999999737415
0.0015736,1.99999999737157
0.001574,1.99999999736899
0.0015744,1.9999999973664
0.0015748,1.99999999736382
0.0015752,1.99999999736124
0.0015756,1.99999999735865
0.001576,1.99999999735607
0.0015764,1.99999999735349
0.0015768,1.9999999973509
0.0015772,1.99999999734832
0.0015776,1.99999999734574
0.001578,1.99999999734315
0.0015784,1.99999999734057
0.0015788,1.99999999733799
0.0015792,1.9999999973354
0.0015796,1.99999999733282
0.00158,1.99999999733024
0.0015804,1.99999999732765
0.0015808,1.99999999732507
0.0015812,1.99999999732249
0.0015816,1.9999999973199
0.001582,1.99999999731732
0.0015824,1.99999999731474
0.0015828,1.99999999731215
0.0015832,1.99999999730957
0.0015836,1.99999999730699
0.001584,1.9999999973044
0.0015844,1.99999999730182
0.0015848,1.99999999729924
0.0015852,1.99999999729665
0.0015856,1.99999999729407
0.001586,1.99999999729149
0.0015864,1.9999999972889
0.0015868,1.99999999728632
0.0015872,1.99999999728374
0.0015876,1.99999999728116
0.001588,1.99999999727857
0.0015884,1.99999999727599
0.0015888,1.99999999727341
0.0015892,1.99999999727082
0.0015896,1.99999999726824
0.00159,1.99999999726566
0.0015904,1.99999999726307
0.0015908,1.99999999726049
0.0015912,1.99999999725791
0.0015916,1.99999999725532
0.001592,1.99999999725274
0.0015924,1.99999999725016
0.0015928,1.99999999724757
0.0015932,1.99999999724499
0.0015936,1.99999999724241
0.001594,1.99999999723982
0.0015944,1.99999999723724
0.0015948,1.99999999723466
0.0015952,1.99999999723207
0.0015956,1.99999999722949
0.001596,1.99999999722691
0.0015964,1.99999999722432
0.0015968,1.99999999722174
0.0015972,1.99999999721916
0.0015976,1.99999999721657
0.001598,1.99999999721399
0.0015984,1.99999999721141
0.0015988,1.99999999720882
0.0015992,1.99999999720624
0.0015996,1.99999999720366
0.0016,1.99999999720107
0.0016004,1.99999999719849
0.0016008,1.99999999719591
0.0016012,1.99999999719332
0.0016016,1.99999999719074
0.001602,1.99999999718816
0.0016024,1.99999999718557
0.0016028,1.99999999718299
0.0016032,1.99999999718041
0.0016036,1.99999999717782
0.001604,1.99999999717524
0.0016044,1.99999999717266
0.0016048,1.99999999717008
0.0016052,1.99999999716749
0.0016056,1.99999999716491
0.001606,1.99999999716233
0.0016064,1.99999999715974
0.0016068,1.99999999715716
0.0016072,1.99999999715458
0.0016076,1.99999999715199
0.001608,1.99999999714941
0.0016084,1.99999999714683
0.0016088,1.99999999714424
0.0016092,1.99999999714166
0.0016096,1.99999999713908
0.00161,1.99999999713649
0.0016104,1.99999999713391
0.0016108,1.99999999713133
0.0016112,1.99999999712874
0.0016116,1.99999999712616
0.001612,1.99999999712358
0.0016124,1.99999999712099
0.0016128,1.99999999711841
0.0016132,1.99999999711583
0.0016136,1.99999999711324
0.001614,1.99999999711066
0.0016144,1.99999999710808
0.0016148,1.99999999710549
0.0016152,1.99999999710291
0.0016156,1.99999999710033
0.001616,1.99999999709774
0.0016164,1.99999999709516
0.0016168,1.99999999709258
0.0016172,1.99999999708999
0.0016176,1.99999999708741
0.001618,1.99999999708483
0.0016184,1.99999999708224
0.0016188,1.99999999707966
0.0016192,1.99999999707708
0.0016196,1.99999999707449
0.00162,1.99999999707191
0.0016204,1.99999999706933
0.0016208,1.99999999706674
0.0016212,1.99999999706416
0.0016216,1.99999999706158
0.001622,1.999999997059
0.0016224,1.99999999705641
0.0016228,1.99999999705383
0.0016232,1.99999999705125
0.0016236,1.99999999704866
0.001624,1.99999999704608
0.0016244,1.9999999970435
0.0016248,1.99999999704091
0.0016252,1.99999999703833
0.0016256,1.99999999703575
0.001626,1.99999999703316
0.0016264,1.99999999703058
0.0016268,1.999999997028
0.0016272,1.99999999702541
0.0016276,1.99999999702283
0.001628,1.99999999702025
0.0016284,1.99999999701766
0.0016288,1.99999999701508
0.0016292,1.9999999970125
0.0016296,1.99999999700991
0.00163,1.99999999700733
0.0016304,1.99999999700475
0.0016308,1.99999999700216
0.0016312,1.99999999699958
0.0016316,1.999999996997
0.001632,1.99999999699441
0.0016324,1.99999999699183
0.0016328,1.99999999698925
0.0016332,1.99999999698666
0.0016336,1.99999999698408
0.001634,1.9999999969815
0.0016344,1.99999999697891
0.0016348,1.99999999697633
0.0016352,1.99999999697375
0.0016356,1.99999999697116
0.001636,1.99999999696858
0.0016364,1.999999996966
